"Category";"Group";"Type";"Message";"Location";"Assessment";"Since";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 148";"sourcefiles/dbserver/test/TBA/Messages/DiaryEntryTest.java:18-350";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/dbserver/test/TBA/Messages/DiaryEntryTest.java:18-18";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/dbserver/test/TBA/Messages/DiaryEntryTest.java:236-236";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 14 instances of length 10";"sourcefiles/dbserver/test/TBA/Messages/DiaryEntryTest.java:175-192";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/DiaryEntryTest.java:280-280";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/DiaryEntryTest.java:174-174";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO review the generated test code and remove the default call to fail.";"sourcefiles/dbserver/test/TBA/Messages/DiaryEntryTest.java:56-56";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:132-132";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 11";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:206-228";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:108-133";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 15";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:138-171";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 107";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:17-261";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:259-259";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:23-23";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:6-6";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 24";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:108-163";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:17-17";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 12 instances of length 12";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:138-163";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:234-260";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:162-162";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:140-140";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:236-236";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:198-198";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 40";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:168-260";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:206-206";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 10";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:23-53";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `failResult` is never read";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:97-97";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:228-228";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:102-102";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:170-170";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:110-110";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:19-22";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 16 instances of length 15";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:108-141";"YELLOW";"default@1591478094031";
"Structure";"Method Length";"Metric Violations/LSL";"Violation of method length threshold (source lines of code) of 30: 44";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:51-102";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:51-51";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 14 instances of length 10";"sourcefiles/dbserver/test/TBA/Messages/DiaryHeaderTest.java:141-162";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:50-50";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `failResult` is never read";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:78-78";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:83-83";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:91-116";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 13";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:21-57";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:93-93";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:21-21";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: make sure this is right";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:49-49";"YELLOW";"default@1591478094031";
"Documentation";"Comment completeness";"Comments/Missing Interface Comment";"Interface comment missing";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:15-15";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 12";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:21-56";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:17-20";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 12 instances of length 11";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:21-54";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 36";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:15-117";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:115-115";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryQueryTest.java:6-6";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 25";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:23-96";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:279-279";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resEntryRecords` is never read";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:147-147";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 11";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:279-302";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 16 instances of length 15";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:210-243";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resOwnerFlagRec` is never read";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:102-102";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resEndRec` is never read";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:100-100";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 30 instances of length 12";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:308-333";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:310-310";"YELLOW";"default@1591478094031";
"Code Anomalies";"Unused variable or parameter";"Dataflow/Unused variable or parameter";"The value assigned to variable `resLockedFlagRec` is never read";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:105-105";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `TBA.Messages` violates naming convention. Should be one of `[a-z][a-z_0-9.]*`";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:6-6";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 10 instances of length 15";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:179-213";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 64";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:179-333";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 4 instances of length 44";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:101-173";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 6 instances of length 40";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:179-271";"YELLOW";"default@1591478094031";
"Naming";"Java naming conventions";"Naming/JAVA";"Name `BodyRec` violates naming convention. Should be one of `[a-z][a-zA-Z0-9]*`";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:113-113";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Incorrect JavaDoc usage";"Incorrect JavaDoc Tags: `@param` - Pattern expected but not observed: `@param <parameter name> <text>`";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:19-22";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Java unwanted method calls";"Method `System.out.println` should not be called";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:66-66";"YELLOW";"default@1591478094031";
"Documentation";"Task tags";"Comments/Task Tags";"TODO: go see what thsi try does";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:196-196";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 12 instances of length 11";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:23-70";"YELLOW";"default@1591478094031";
"Code Duplication";"Cloning";"Redundancy/Clones";"Clone with 2 instances of length 137";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:17-335";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Code Anomalies/Empty blocks";"Empty block: catch";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:172-173";"YELLOW";"default@1591478094031";
"Code Anomalies";"Bad practice";"Comments/Commented Out Code";"Commented Out Code";"sourcefiles/dbserver/test/TBA/Messages/GetDiaryResponseTest.java:85-85";"YELLOW";"default@1591478094031";
